protocol,encryption_mode,starttls_offered,starttls_success,tls_version,cipher_suite,key_exchange,forward_secrecy,cert_expired,cert_not_yet_valid,cert_key_algorithm,cert_key_size,cert_signature_algorithm,self_signed,hostname_match,packet_count,bytes_sent,bytes_received,retransmission_count,tls_handshake_duration,session_start,session_end,session_id,session_duration_seconds,bytes_total,avg_packet_size,hour_of_day,day_of_week,week_of_year,rule_risk_label,rule_risk_score
IMAP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,236,14654,119536,4,0.1558,2026-03-20 09:24:26,2026-03-20 09:24:53,SMS-001977,27.0,134190,568.6,9,4,12,High,45
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,144,19217,53178,0,0.0932,2026-04-13 12:37:55,2026-04-13 12:37:57,SMS-001978,2.0,72395,502.74,12,0,16,Medium,30
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,83,16058,31551,0,0.0829,2026-09-23 00:21:21,2026-09-23 00:21:25,SMS-001979,4.0,47609,573.6,0,2,39,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,110,13960,56532,1,0.2087,2026-03-19 11:48:39,2026-03-19 11:48:41,SMS-001980,2.0,70492,640.84,11,3,12,Low,5
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,143,17026,46342,0,0.3577,2026-09-22 13:39:13,2026-09-22 13:39:44,SMS-001981,31.0,63368,443.13,13,1,39,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,118,14875,53690,0,0.1882,2026-02-07 01:35:50,2026-02-07 01:36:17,SMS-001982,27.0,68565,581.06,1,5,6,Low,5
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,91,19512,29663,0,0.4231,2026-11-27 20:48:17,2026-11-27 20:48:25,SMS-001983,8.0,49175,540.38,20,4,48,Medium,20
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_256_GCM_SHA384,ECDHE,1,0,0,ECDSA,384,ECDSA_SHA384,0,1,200,23800,44534,1,0.1859,2026-07-02 08:57:08,2026-07-02 08:57:16,SMS-001984,8.0,68334,341.67,8,3,27,Low,5
POP3,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,99,11129,35230,9,0.0,2026-03-12 15:42:15,2026-03-12 15:42:20,SMS-001985,5.0,46359,468.27,15,3,11,High,65
POP3,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,82,7994,17591,3,0.0,2026-05-17 16:48:50,2026-05-17 16:48:53,SMS-001986,3.0,25585,312.01,16,6,20,High,65
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,151,31190,33668,0,0.0933,2026-04-22 11:26:02,2026-04-22 11:26:06,SMS-001987,4.0,64858,429.52,11,2,17,Low,0
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,88,16725,16579,0,0.1817,2026-06-26 06:03:29,2026-06-26 06:03:50,SMS-001988,21.0,33304,378.45,6,4,26,Low,5
IMAP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,273,37787,101406,3,0.0,2026-03-29 09:22:08,2026-03-29 09:22:15,SMS-001989,7.0,139193,509.86,9,6,13,High,65
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,104,12074,36752,0,0.0691,2026-05-25 03:01:24,2026-05-25 03:01:36,SMS-001990,12.0,48826,469.48,3,0,22,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,AES_256_GCM_SHA384,RSA,0,0,0,RSA,2048,SHA256_RSA,0,1,198,22095,48674,0,0.0659,2026-12-31 03:17:59,2026-12-31 03:18:04,SMS-001991,5.0,70769,357.42,3,3,53,Low,15
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,93,22507,37289,0,0.1352,2026-01-14 03:44:28,2026-01-14 03:44:45,SMS-001992,17.0,59796,642.97,3,2,3,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,182,19600,37838,2,0.123,2026-01-01 23:15:05,2026-01-01 23:15:15,SMS-001993,10.0,57438,315.59,23,3,1,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,1,RSA,2048,SHA256_RSA,0,1,319,37708,170655,1,0.1179,2026-02-26 16:50:13,2026-02-26 16:50:21,SMS-001994,8.0,208363,653.18,16,3,9,Medium,25
IMAP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,227,32589,63927,1,0.3906,2026-07-11 10:53:17,2026-07-11 10:54:42,SMS-001995,85.0,96516,425.18,10,5,28,High,45
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,397,49490,161080,0,0.1215,2026-07-09 10:54:44,2026-07-09 10:54:53,SMS-001996,9.0,210570,530.4,10,3,28,Medium,25
SMTP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,39,4890,15560,6,0.8896,2026-07-24 13:14:45,2026-07-24 13:15:00,SMS-001997,15.0,20450,524.36,13,4,30,High,45
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,274,24782,83204,0,0.1435,2026-06-15 22:32:09,2026-06-15 22:33:02,SMS-001998,53.0,107986,394.11,22,0,25,Medium,20
POP3,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,30,3751,15609,6,0.0,2026-04-23 13:00:01,2026-04-23 13:00:24,SMS-001999,23.0,19360,645.33,13,3,17,High,65
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,0,121,14968,50280,1,0.0738,2026-12-18 17:35:47,2026-12-18 17:36:03,SMS-002000,16.0,65248,539.24,17,4,51,High,40
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,122,12950,56958,1,0.2057,2026-02-11 21:19:45,2026-02-11 21:19:48,SMS-002001,3.0,69908,573.02,21,2,7,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,165,12676,79095,1,0.1856,2026-06-30 23:35:59,2026-06-30 23:36:00,SMS-002002,1.0,91771,556.19,23,1,27,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,120,21470,46601,1,0.6596,2026-10-08 14:57:24,2026-10-08 14:58:33,SMS-002003,69.0,68071,567.26,14,3,41,Low,5
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,174,20793,88174,1,0.1961,2026-08-01 10:20:05,2026-08-01 10:20:19,SMS-002004,14.0,108967,626.25,10,5,31,Low,0
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,92,9144,19511,1,0.1722,2026-09-20 06:36:20,2026-09-20 06:36:22,SMS-002005,2.0,28655,311.47,6,6,38,Low,0
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,1,RSA,2048,SHA256_RSA,0,1,107,28513,27995,1,0.1678,2026-03-30 13:52:42,2026-03-30 13:53:04,SMS-002006,22.0,56508,528.11,13,0,14,Medium,25
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA1_RSA,0,1,286,48596,110386,1,0.1124,2026-08-16 09:44:25,2026-08-16 09:44:32,SMS-002007,7.0,158982,555.88,9,6,33,Low,15
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,210,26960,86387,0,0.2028,2026-07-13 17:29:43,2026-07-13 17:29:55,SMS-002008,12.0,113347,539.75,17,0,29,Low,5
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,55,9721,23711,0,0.283,2026-10-31 05:02:00,2026-10-31 05:02:16,SMS-002009,16.0,33432,607.85,5,5,44,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,69,4676,26048,0,0.1385,2026-01-20 20:44:45,2026-01-20 20:44:46,SMS-002010,1.0,30724,445.28,20,1,4,Low,5
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,66,10578,20710,2,0.1579,2026-04-17 18:54:34,2026-04-17 18:54:36,SMS-002011,2.0,31288,474.06,18,4,16,Medium,20
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,103,11240,56272,1,0.1892,2026-12-03 03:33:23,2026-12-03 03:33:52,SMS-002012,29.0,67512,655.46,3,3,49,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,102,16147,21647,1,0.0645,2026-12-28 07:07:58,2026-12-28 07:08:16,SMS-002013,18.0,37794,370.53,7,0,53,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,109,13502,19162,1,0.099,2026-04-09 12:27:56,2026-04-09 12:28:01,SMS-002014,5.0,32664,299.67,12,3,15,Low,0
IMAP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,160,9786,97788,4,0.0,2026-12-19 04:13:21,2026-12-19 04:13:42,SMS-002015,21.0,107574,672.34,4,5,51,High,65
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,55,6643,22950,0,0.2121,2026-07-20 17:24:29,2026-07-20 17:24:44,SMS-002016,15.0,29593,538.05,17,0,30,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,110,25186,55612,2,0.1921,2026-04-09 10:52:57,2026-04-09 10:53:11,SMS-002017,14.0,80798,734.53,10,3,15,Medium,20
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,101,15014,22063,1,0.0709,2026-06-29 15:50:03,2026-06-29 15:50:30,SMS-002018,27.0,37077,367.1,15,0,27,Low,0
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,90,12721,25388,1,0.0737,2026-07-25 04:28:35,2026-07-25 04:28:41,SMS-002019,6.0,38109,423.43,4,5,30,Low,0
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA1_RSA,0,1,28,2654,5542,1,0.1016,2026-04-10 16:11:56,2026-04-10 16:12:03,SMS-002020,7.0,8196,292.71,16,4,15,Low,15
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_128_GCM_SHA256,X25519,1,0,0,RSA,3072,SHA256_RSA,0,1,352,66130,401196,1,0.3079,2026-05-22 14:11:13,2026-05-22 14:11:19,SMS-002021,6.0,467326,1327.63,14,4,21,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,60,9725,18654,0,0.3744,2026-05-17 22:41:47,2026-05-17 22:41:57,SMS-002022,10.0,28379,472.98,22,6,20,Low,5
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,84,8285,12541,0,0.2374,2026-01-12 10:47:23,2026-01-12 10:47:55,SMS-002023,32.0,20826,247.93,10,0,3,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,121,18537,57163,2,0.1271,2026-01-14 06:00:18,2026-01-14 06:00:34,SMS-002024,16.0,75700,625.62,6,2,3,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,1,RSA,2048,SHA256_RSA,0,1,228,25143,84400,0,0.0987,2026-08-25 15:56:49,2026-08-25 15:58:25,SMS-002025,96.0,109543,480.45,15,1,35,Medium,25
POP3,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,120,16925,41569,0,0.06,2026-10-10 09:40:00,2026-10-10 09:40:18,SMS-002026,18.0,58494,487.45,9,5,41,Low,0
POP3,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,47,9021,15013,3,0.3796,2026-08-01 06:06:24,2026-08-01 06:06:31,SMS-002027,7.0,24034,511.36,6,5,31,High,45
SMTP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,95,20958,49828,4,0.2654,2026-05-06 18:56:46,2026-05-06 18:57:07,SMS-002028,21.0,70786,745.12,18,2,19,High,45
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,85,13903,23423,2,0.0796,2026-11-16 19:25:31,2026-11-16 19:25:48,SMS-002029,17.0,37326,439.13,19,0,47,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,119,20010,21281,1,0.1101,2026-02-21 22:56:47,2026-02-21 22:57:07,SMS-002030,20.0,41291,346.98,22,5,8,Low,5
IMAP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,313,32669,77267,5,0.0,2026-11-19 12:46:34,2026-11-19 12:46:51,SMS-002031,17.0,109936,351.23,12,3,47,High,65
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,822,72828,376047,0,0.4373,2026-08-06 23:10:16,2026-08-06 23:11:23,SMS-002032,67.0,448875,546.08,23,3,32,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,121,18840,87371,2,0.1459,2026-06-05 11:17:47,2026-06-05 11:17:50,SMS-002033,3.0,106211,877.78,11,4,23,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,378,90742,125376,0,0.134,2026-07-28 13:26:15,2026-07-28 13:26:21,SMS-002034,6.0,216118,571.74,13,1,31,Low,5
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_128_GCM_SHA256,X25519,1,0,0,RSA,3072,SHA256_RSA,0,1,510,74757,172498,0,0.142,2026-06-27 02:13:32,2026-06-27 02:13:43,SMS-002035,11.0,247255,484.81,2,5,26,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,101,9561,61445,0,0.2011,2026-08-10 16:35:08,2026-08-10 16:35:49,SMS-002036,41.0,71006,703.03,16,0,33,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,528,63996,244880,0,0.1162,2026-05-12 05:55:58,2026-05-12 05:56:06,SMS-002037,8.0,308876,584.99,5,1,20,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,194,31002,41760,2,0.3413,2026-05-13 07:53:08,2026-05-13 07:53:16,SMS-002038,8.0,72762,375.06,7,2,20,Medium,20
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,82,9921,37569,1,0.6281,2026-02-18 09:44:39,2026-02-18 09:44:42,SMS-002039,3.0,47490,579.15,9,2,8,Medium,25
SMTP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,329,32908,80576,0,0.2374,2026-01-22 05:23:09,2026-01-22 05:23:15,SMS-002040,6.0,113484,344.94,5,3,4,High,45
SMTP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,65,6758,25292,1,0.1116,2026-02-21 17:39:11,2026-02-21 17:39:12,SMS-002041,1.0,32050,493.08,17,5,8,High,45
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,122,8058,71611,1,0.094,2026-04-21 21:05:24,2026-04-21 21:05:25,SMS-002042,1.0,79669,653.02,21,1,17,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,116,19079,31714,1,0.1919,2026-06-24 16:05:17,2026-06-24 16:05:25,SMS-002043,8.0,50793,437.87,16,2,26,Low,5
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_256_GCM_SHA384,ECDHE,1,0,0,ECDSA,384,ECDSA_SHA384,0,1,196,35770,68909,1,0.2218,2026-06-13 03:48:45,2026-06-13 03:48:52,SMS-002044,7.0,104679,534.08,3,5,24,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,204,31572,80959,0,0.1238,2026-07-17 14:23:23,2026-07-17 14:23:46,SMS-002045,23.0,112531,551.62,14,4,29,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,68,11643,37150,0,0.0957,2026-03-16 18:08:29,2026-03-16 18:08:30,SMS-002046,1.0,48793,717.54,18,0,12,Medium,30
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,132,17204,72303,1,0.0,2026-07-19 14:30:57,2026-07-19 14:31:12,SMS-002047,15.0,89507,678.08,14,6,29,High,65
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,0,83,8735,21761,0,0.2413,2026-06-19 05:05:22,2026-06-19 05:05:36,SMS-002048,14.0,30496,367.42,5,4,25,High,40
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,0,112,17210,27450,1,0.1507,2026-04-27 00:58:58,2026-04-27 00:59:14,SMS-002049,16.0,44660,398.75,0,0,18,High,40
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_256_GCM_SHA384,ECDHE,1,0,0,ECDSA,384,ECDSA_SHA384,0,1,92,14671,14425,1,0.0366,2026-07-31 01:10:19,2026-07-31 01:10:23,SMS-002050,4.0,29096,316.26,1,4,31,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_256_GCM_SHA384,ECDHE,1,0,0,ECDSA,384,ECDSA_SHA384,0,1,193,25513,35687,1,0.2565,2026-09-11 11:05:22,2026-09-11 11:05:36,SMS-002051,14.0,61200,317.1,11,4,37,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,126,17338,18460,0,0.1263,2026-01-09 00:18:37,2026-01-09 00:18:54,SMS-002052,17.0,35798,284.11,0,4,2,Low,0
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,117,22464,22024,0,0.2602,2026-12-07 07:33:57,2026-12-07 07:34:02,SMS-002053,5.0,44488,380.24,7,0,50,Medium,20
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,162,28280,41910,1,0.105,2026-06-10 12:32:35,2026-06-10 12:32:36,SMS-002054,1.0,70190,433.27,12,2,24,Medium,30
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,150,20220,55020,1,0.2047,2026-11-29 13:01:18,2026-11-29 13:01:23,SMS-002055,5.0,75240,501.6,13,6,48,Medium,30
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,113,27650,30493,0,0.2696,2026-05-24 03:14:21,2026-05-24 03:15:07,SMS-002056,46.0,58143,514.54,3,6,21,Low,0
IMAP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,212,18921,82503,4,0.0,2026-03-22 03:10:00,2026-03-22 03:10:14,SMS-002057,14.0,101424,478.42,3,6,12,High,65
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA1_RSA,0,1,99,23139,40654,0,0.2105,2026-06-25 11:12:32,2026-06-25 11:12:35,SMS-002058,3.0,63793,644.37,11,3,26,Low,15
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,100,15186,18370,1,0.0855,2026-12-25 14:04:20,2026-12-25 14:04:24,SMS-002059,4.0,33556,335.56,14,4,52,Low,5
POP3,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,56,9169,18293,1,0.1851,2026-12-26 20:26:19,2026-12-26 20:26:34,SMS-002060,15.0,27462,490.39,20,5,52,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,289,45381,121828,0,0.0336,2026-03-11 16:15:47,2026-03-11 16:15:54,SMS-002061,7.0,167209,578.58,16,2,11,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA1_RSA,0,1,245,33994,76591,0,0.1317,2026-04-01 16:13:59,2026-04-01 16:14:02,SMS-002062,3.0,110585,451.37,16,2,14,Low,15
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,469,78427,216222,2,0.2131,2026-12-19 17:36:46,2026-12-19 17:36:54,SMS-002063,8.0,294649,628.25,17,5,51,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,301,42331,178651,2,0.1518,2026-05-03 04:40:25,2026-05-03 04:40:52,SMS-002064,27.0,220982,734.16,4,6,18,Medium,30
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,159,21621,66569,2,0.7163,2026-02-18 17:59:58,2026-02-18 18:00:05,SMS-002065,7.0,88190,554.65,17,2,8,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,68,12806,34700,0,0.0851,2026-06-29 20:38:07,2026-06-29 20:38:12,SMS-002066,5.0,47506,698.62,20,0,27,Low,5
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,51,7884,11769,5,0.0,2026-09-20 05:35:48,2026-09-20 05:36:02,SMS-002067,14.0,19653,385.35,5,6,38,High,65
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,102,8947,36371,3,0.0851,2026-06-11 19:18:18,2026-06-11 19:18:32,SMS-002068,14.0,45318,444.29,19,3,24,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,179,12181,84248,2,0.1473,2026-02-12 06:54:18,2026-02-12 06:54:23,SMS-002069,5.0,96429,538.71,6,3,7,Low,0
IMAP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,72,8727,39487,1,0.3279,2026-12-12 04:28:29,2026-12-12 04:29:30,SMS-002070,61.0,48214,669.64,4,5,50,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,62,7881,36723,1,0.0864,2026-10-27 16:13:54,2026-10-27 16:14:51,SMS-002071,57.0,44604,719.42,16,1,44,Medium,25
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,242,20376,76603,1,0.0494,2026-06-07 20:44:09,2026-06-07 20:44:14,SMS-002072,5.0,96979,400.74,20,6,23,Medium,20
